Date,ACH,CLM,DD,DOW,ECL,FCX,GOLD,MON,NUE,PKX,RIO,SWM,SYT,UFS,VALE,VMC
2010-11-18,23.526589,15.484060999999999,37.930354,26.594387,46.035282,40.027336,93.58425,54.902086,32.001225,96.579961,57.877295,28.023528000000002,50.136815000000006,34.554987,25.01775,38.460567
2010-11-19,22.917711999999998,15.151582000000001,38.395006,26.891198,46.204772,40.809043,93.914556,54.736357,32.119685,94.83255,57.28765799999999,28.005879999999998,51.235679,33.654914,25.025428,38.392616
2010-11-22,22.957639,14.47079,38.150451000000004,26.713110999999998,46.204772,40.893226,94.711182,55.150678000000006,32.373528,95.43706,57.068647999999996,28.133822,50.887259,34.215829,25.094538,38.829448
2010-11-23,22.368725,14.090812,37.539066999999996,26.136447,45.592725,39.566328999999996,93.049924,54.607457999999994,31.730459000000003,90.053136,54.769052,28.045586,49.967073,32.872240000000005,24.342009,38.052859999999995
2010-11-24,22.987584,14.565783999999999,38.362402,26.857277000000003,46.251852,40.376098,92.98192,55.371646999999996,32.119685,93.746319,55.973601,28.757559999999998,50.887259,34.089732,25.010070000000002,38.732376
2010-11-26,22.348762,14.644946,37.751014,26.535025,45.931705,39.253646999999994,92.719619,54.810012,31.764305,91.80999399999999,55.18180400000001,29.089225,50.663913,33.359237,24.418796,37.625734
2010-11-29,22.658192,14.660779000000002,38.248273,26.526544,45.724553,40.608606,91.359523,54.653493000000005,31.831995000000003,92.499517,54.288918,27.948299,50.324428999999995,33.28097,24.772024,38.30525
2010-11-30,22.069279,14.423292000000002,38.305337,26.441740000000003,45.018346,40.616622,91.378949,55.169090000000004,31.933535,92.981238,54.01936800000001,27.775833000000002,49.770527,33.011382,24.326651000000002,38.945935999999996
2010-12-01,22.728063,14.676611999999999,39.413981,27.493302000000003,45.084258,42.288269,91.36924,56.83558000000001,33.185829999999996,95.040351,56.04099,27.5901,50.05641,34.241917,25.217399,40.712675
2010-12-02,23.316976999999998,14.660779000000002,39.642235,28.188694,45.159585,43.15015,91.563536,57.406420999999995,34.065819,97.562291,58.071036,28.576252,50.172551,35.050678999999995,25.777956,41.110677
2010-12-03,23.057454999999997,14.644946,40.139494,28.290457,44.811191,43.675295,90.92234499999999,57.83915699999999,33.76967,98.30848399999999,59.031305,25.188845999999998,51.191010999999996,35.585503,26.353871,40.770921
2010-12-06,22.89775,14.613281,39.886787,28.434621999999997,44.293306,44.056127000000004,90.786336,57.544529000000004,33.625826,98.176248,59.22504,25.737199,51.298216,35.520283,26.307796999999997,40.450576
2010-12-07,23.4667,14.692442999999999,39.91124,28.629669,44.462796000000004,44.348764,88.61990300000001,56.927654000000004,34.971198,98.761863,59.823102,25.989264000000002,51.905719,35.572459,26.054396,41.042726
2010-12-08,22.887767999999998,14.708275,39.846028999999994,28.460065000000004,44.773525,43.534989,86.774058,56.412054000000005,34.861198,96.343824,58.652248,25.962730999999998,51.986124,35.829004,25.793314000000002,41.052434999999996
2010-12-09,22.77797,14.581617000000001,39.389527,28.790798,45.018346,44.360793,86.32717099999999,56.163461,35.064271000000005,97.467838,58.736487,25.998109,51.986124,35.542021999999996,25.655094000000002,41.275704
2010-12-10,22.698118,14.486622,39.634082,28.892561999999998,45.187836,45.246726,87.016933,56.117426,35.436577,96.627191,59.191345999999996,26.312084999999996,51.771713,36.494275,26.039038,42.013462
2010-12-13,22.887767999999998,13.923878,39.585171,28.901044,46.082361999999996,46.313051,88.61990300000001,56.17266600000001,36.138877,99.25303199999999,59.974724,26.219219,51.67344,36.44194,26.607275,43.469566
2010-12-14,22.887767999999998,13.489763,40.049822999999996,28.884083,46.666162,46.02843,87.40553299999999,55.850418000000005,36.545026,98.742975,59.258734999999994,26.922349,51.878918,35.635124,26.515127000000003,45.983773
2010-12-15,22.358744,13.634467,40.139494,28.697514,46.176525,44.918008,85.62769200000001,55.721518999999994,36.688871999999996,96.598849,58.062611,27.032904,51.762777,33.86449,26.200293,45.032452
2010-12-16,22.358744,13.634467,40.310681,29.13001,46.863898999999996,45.075758,85.258526,58.004886,37.526555,96.95778100000001,58.921797,27.399945000000002,51.262483,33.362955,26.177258,45.944946
2010-12-17,22.498487,13.714858999999999,40.644907,28.790798,47.312740999999995,45.993937,84.763061,59.478024,37.721171000000005,97.146688,58.542745,28.014631,50.914063,33.214676000000004,26.054396,44.712111
2010-12-20,22.388689000000003,13.61839,40.530782,28.697514,47.558425,46.127417,84.68534,60.012039,37.475788,96.551626,58.188964,28.518760999999998,50.637112,33.3804,25.847066,44.168496999999995
2010-12-21,22.877785999999997,13.473684,40.734575,28.901044,47.473380999999996,47.001102,82.373181,61.043240000000004,37.712708,101.217692,59.570403000000006,28.341873,51.387557,33.951712,26.261726,44.178203
2010-12-22,22.967620999999998,13.827409,40.595993,29.146971999999998,47.492277,47.077954999999996,81.926293,61.181341,37.653478,100.981555,59.780989,28.200364,51.646639,34.204661,26.530485,43.896692
2010-12-23,22.738045,13.972113,40.571539,29.180894,47.482828999999995,47.797937,81.799994,61.319449,37.712708,101.774971,59.292429000000006,28.249009,51.959323,33.524319,26.415304,43.508396000000005
2010-12-27,22.428614000000003,13.988192000000002,40.457414,29.113053000000004,47.492277,47.975912,79.235244,61.420728000000004,37.594248,100.584839,58.626978,28.302073999999998,51.557299,33.489429,25.777956,43.12981
2010-12-28,22.368725,13.956036,40.612297,29.155454,47.634018,47.842431,81.73199,61.789014,37.704248,101.98792900000001,58.989186,28.147298,51.869986,33.140534,25.4708,43.032738
2010-12-29,22.718081,13.988192000000002,40.775333,29.155452,47.558425,48.194334000000005,81.440545,63.455502,37.749461,101.978337,59.654635999999996,28.164986,52.441752,33.485067,25.931534,43.848153
2010-12-30,22.728063,14.036426,40.506325,29.172487,47.700163,48.113434999999996,79.55584,64.192075,37.928611,103.11079000000001,60.08423199999999,28.001365000000003,52.48642099999999,33.035866999999996,26.307796999999997,43.518106
2010-12-31,22.748027,14.213289999999999,40.661211,29.078794,47.643466,48.574546999999995,79.983301,64.118416,37.38263,103.350717,60.362207,27.824476,52.513220999999994,33.110006,26.545842999999998,43.061859000000005
2011-01-03,23.66633,14.357995,40.783485999999996,29.794265000000003,47.737961,48.368262,79.274105,63.400261,37.715337,103.82096999999999,60.311662,28.903494,52.450685,34.05202,26.975861,43.158931
2011-01-04,24.2253,14.454464999999999,40.669361,29.589847,47.019811,48.032539,78.38033,63.59361,37.391163,106.78645800000001,59.873647,28.938871999999996,53.487012,33.825238,27.505701000000002,40.906822999999996
2011-01-05,24.175391,14.615248999999999,40.938373,29.53874,47.114306,47.870745,75.941872,63.907925,37.809178,107.87093,58.955491,28.744294,54.273193000000006,35.203369,27.574810999999997,40.052574
2011-01-06,23.636387,14.567014000000002,40.742726,30.100896000000002,46.878073,46.952566,76.884225,65.442532,37.459409,107.3047,57.8436,29.305912,54.746686,34.584084000000004,26.975861,39.305111
2011-01-07,23.556534,14.631328,40.563386,29.751678000000002,46.537896999999994,47.514799,77.049377,66.36699200000001,37.527658,104.22404499999999,58.10473100000001,28.983094,54.9611,34.570997,26.860676,39.314816
2011-01-10,23.097381,14.743876,39.968305,30.237176,46.77413,48.117481,77.894582,65.978721,37.322914000000004,103.369908,58.003646999999994,28.806205,55.005768999999994,34.025851,26.676384999999996,39.18862
2011-01-11,23.536571,14.631328,39.919397,30.228659999999998,46.301664,49.266218,79.099235,67.041844,38.150417,106.306605,58.955491,28.739871,55.318452,34.209022999999995,27.129438,39.314816
2011-01-12,24.105521,14.742220999999999,40.025366,30.535288,46.793029,49.485534,79.274105,69.26055,38.158947,106.62331,60.513822,28.465697,56.283311,34.714917,28.112332000000002,39.51867
2011-01-13,23.716239,14.774837,40.26177,30.36494,46.339462,47.954343,78.56491700000001,69.131126,38.150417,102.122295,59.898916,28.501071999999997,56.560262,34.448885,27.636244,39.324521999999995
2011-01-14,23.336938,14.872682999999999,40.595993,30.60343,46.141028000000006,48.068065000000004,78.99237,68.715122,37.706807,101.613644,59.848378000000004,28.147298,56.497725,34.50122,27.905649,39.85843
2011-01-18,24.564674,14.840067999999999,40.514478000000004,30.654536,46.396156,48.169603,80.867359,68.992456,38.423407,100.529179,60.412744999999994,28.11192,56.51559,34.928613,28.623554,39.411888
