Date,CCL,CUK,F,GM,HD,HMC,JCI,LOW,LUV,LVS,MCD,SBUX,TGT,TJX,TM,WMT
2011-04-18,32.595218,34.606034,13.014494000000001,28.071337,34.105932,35.510303,34.58683,24.387099,11.244035,38.447699,66.06264399999999,16.75224,44.452203000000004,24.48122,77.25,47.638265000000004
2011-04-19,32.994519,34.844146,13.050101,27.715411,34.114965999999995,35.729258,34.786545000000004,24.571432,11.263505,37.985487,65.71946,16.915972,44.054281,24.509619,76.120003,47.674006
2011-04-20,32.595218,34.764773999999996,13.432881,28.033872,34.268514,36.903646,36.429646999999996,24.571432,11.321916,38.531737,67.263784,17.257472,44.257663,24.760491000000002,77.260002,47.977833000000004
2011-04-21,32.647302,34.800051,13.735544,28.989253,34.142062,37.142502,36.97432,24.580648999999998,11.010392999999999,38.632585,65.985431,17.308932000000002,44.125023999999996,24.874092,77.800003,47.879539
2011-04-25,32.135153,34.288546999999994,13.833464000000001,29.167215000000002,33.925289,37.650079,35.948516,24.276501,11.205095,38.649392999999996,66.174176,17.248116,43.771315,24.91196,79.510002,47.691879
2011-04-26,32.178554999999996,34.25327,13.940285999999999,29.28898,33.609157,37.431124,36.965244,24.211985000000002,11.370592,38.817468,66.01116800000001,17.121807,44.080808000000005,25.167563,78.660004,48.174428000000006
2011-04-27,33.16813,35.373292,13.869071,29.766671000000002,33.708513,37.729696000000004,37.364671,24.645164,11.458208,39.069587,66.80906800000001,17.397814999999998,44.735169,25.224366,78.290001,48.630167
2011-04-28,33.272298,35.514396999999995,13.797856,29.888434000000004,33.843998,37.938697,37.455449,24.516133,11.497148,38.876295,66.946338,17.252795000000003,44.407990000000005,25.427902,79.5,48.871442
2011-04-29,33.046603000000005,35.267464000000004,13.771151000000001,30.057031,33.554965,38.167602,37.219424,24.193552,11.438737,39.506585,67.186564,16.934685,43.417607000000004,25.380567000000003,79.68,49.130589
2011-05-02,33.029241999999996,35.276282,13.753347,30.141329,33.735608,38.953846,36.938008,24.313367,11.302446,39.926778999999996,67.46969200000001,17.159233,43.152326,25.233832999999997,80.160004,49.184207
