Date,AMGN,AZN,BMY,BTI,BUD,CELG,JNJ,KO,MA,MO,NVO,PEP,PFE,PM,SNY,UL
2010-11-18,50.55417,19.010431,22.147676999999998,62.257279000000004,53.153552000000005,30.370001000000002,54.006384,27.372878999999998,23.741338,19.175337,18.962479000000002,55.88584300000001,14.060452,48.428137,28.122555,25.351257
2010-11-19,50.425814,18.886837,21.836331,62.757664,53.249798,30.305,54.006384,27.57869,23.877428,19.167589000000003,19.320503,55.834075,14.035388000000001,48.721394000000004,28.024053000000002,25.452091
2010-11-22,50.187439000000005,18.921598,21.794256,62.04744,53.284797,30.815001000000002,53.828701,27.55725,23.831411,18.966151,19.232375,55.825444,13.893363,48.452574,27.613625,25.267228
2010-11-23,49.142247,18.400181,21.508154,60.941759999999995,51.814871000000004,30.26,53.194128000000006,27.278547999999997,23.071657000000002,19.012638,18.969822,55.12655,13.843237,47.874206,26.661431,24.452157
2010-11-24,49.353121,18.658959,21.583887,61.119316000000005,51.359894,30.799999,53.549491,27.703034000000002,23.281176000000002,19.03588,19.184638,55.506199,13.943491,48.232631,26.768143,24.611811
2010-11-26,49.105576,18.543087,21.499739,60.425236,50.371193,30.605,53.16546700000001,27.488647999999998,23.022703,18.873179999999998,18.828449,55.135180000000005,13.776402,47.882351,26.382339,24.225281
2010-11-29,48.885534,18.384731,21.390348,59.150066,49.015013,29.945,52.83265,27.367760999999998,23.062845000000003,18.927413,18.448392000000002,55.230092000000006,13.834883,47.100333,25.569691,23.872363
2010-11-30,48.307929,18.125954999999998,21.238882,58.83531,48.070059,29.690001000000002,52.52543299999999,27.272778999999996,23.206767000000003,18.594266,18.253773000000002,55.765046,13.617668,46.342752000000004,25.052552,23.494235999999997
2010-12-01,49.068902,18.38087,21.508154,59.66659,49.557484,30.205,53.267872,27.933334999999996,24.299404,18.725975,18.613633,57.051598,13.951845,47.002582000000004,25.824156,23.889169
2010-12-02,49.362288,18.535364,21.743768,59.698873,50.572433000000004,30.23,53.42148,28.019684,24.397311,18.439313000000002,18.951462,56.677802,13.943491,47.18994,26.004746,24.351323
2010-12-03,49.261435999999996,18.628059,21.802671,60.279964,50.764924,30.295,53.387347,27.846989,24.386542000000002,18.447060999999998,19.063461,56.651724,13.968553,47.344713,26.365921999999998,24.67063
2010-12-06,48.958883,18.427217000000002,21.785842000000002,59.90064,50.274947999999995,27.82,53.08013100000001,27.626803999999996,24.785999,18.633003,18.995526,56.269241,14.043743,47.6787,26.20996,24.729449
2010-12-07,48.711337,18.489015,21.735353,60.215396999999996,50.476187,28.135,53.174003000000006,27.691563000000002,24.161355,18.633003,19.100179999999998,56.225773,14.010326000000001,48.387407,26.398757,25.267228
2010-12-08,48.848859999999995,18.589436,21.794256,60.425236,50.344946,28.42,53.293475,27.799498,24.539274,18.90417,19.232375,56.182306000000004,13.968553,48.346674,26.792768,25.242020999999998
2010-12-09,48.958883,18.411768,21.794256,60.304175,50.047461,28.525,52.960657999999995,27.989463,24.59606,19.051375,19.087328,56.260546,14.001971,48.379259000000005,26.833809999999996,25.342854
2010-12-10,49.408128999999995,18.458117,21.912064,60.844908999999994,50.423691999999996,28.73,52.83265,27.91175,24.942649,19.252813,19.814394,56.417018999999996,14.219185999999999,48.061565,26.850227,25.267228
2010-12-13,49.609833,18.840488,22.097189,60.885265000000004,50.624931,28.365,52.789981999999995,27.998096000000004,25.392039,19.167589000000003,20.058586,56.96467,14.361210999999999,47.817184999999995,26.981564000000002,25.653758
2010-12-14,52.039439,18.987257,22.341216,61.256516000000005,50.651179,28.905001000000002,53.566556000000006,27.587947999999997,24.87999,19.206328,19.968622,57.016825,14.294376000000002,48.379259000000005,27.219614,25.830216
2010-12-15,51.040091,19.033604,22.425364000000002,60.602786,49.977463,28.915001,53.395880000000005,27.950605,24.400248,19.175337,19.944751999999998,56.712575,14.269312,48.395552,26.915896999999998,25.628549
2010-12-16,51.920253,19.014293,22.484267000000003,61.151593000000005,50.274947999999995,29.395,53.250806999999995,28.209646000000003,21.881114999999998,19.338036,19.928228,57.155915,14.386273000000001,48.639932,26.77635,25.838619
2010-12-17,52.644548,17.913527,22.290728,61.40985500000001,50.213701,29.635,53.370279000000004,28.365071,21.662782,19.361279,20.137535999999997,57.347159999999995,14.22754,48.62364,26.472634000000003,25.796606
2010-12-20,52.855422999999995,17.747446,22.307558,61.886029,49.907468,29.639999,53.327611,28.196694,21.88601,19.500736,19.961276,57.642716,14.344501000000001,48.525888,26.431592,25.796606
2010-12-21,52.61704399999999,17.735858,22.181337,61.894101,50.423691999999996,29.555,53.199603,28.274407,21.517882,19.562717000000003,19.792362,56.851664,14.519943,48.155336,26.513676,25.830216
2010-12-22,52.213639,17.689511,22.164507,62.378341000000006,50.292446999999996,29.725,52.926522,28.31758,21.284864000000002,19.570465,19.783182,57.095065000000005,14.670322,48.476481,26.694266,25.720979999999997
2010-12-23,51.993598,17.778344,22.147676999999998,62.547825,50.134955,29.844998999999998,53.122799,28.313265,21.37298,19.546866,20.409267,57.10376,14.712095000000001,48.311791,26.677847999999997,25.847022
2010-12-27,51.746052,17.778344,22.299143,62.257279000000004,50.283699,29.75,52.849718,28.093078000000002,21.994685999999998,19.428878,20.359694,56.869046999999995,14.611842000000001,48.254149,26.382339,25.889035
